ID;Name;Year Published;Min Players;Max Players;Play Time;Min Age;Users Rated;Rating Average;BGG Rank;Complexity Average;Owned Users;Mechanics;Domains
1632;Tomorrow the World;1989;2;2;180;12;86;6,42;11587;2,53;399;Point to Point Movement;Wargames
1633;True Colors;1989;3;6;30;18;499;6,04;6390;1,15;984;Betting and Bluffing;Party Games
1633;True Colors;1989;3;6;30;18;499;6,04;6390;1,15;984;Voting;Party Games
1634;Advanced Heroquest;1989;1;5;120;10;1218;6,83;2471;2,87;2351;Cooperative Game;Thematic Games
1634;Advanced Heroquest;1989;1;5;120;10;1218;6,83;2471;2,87;2351;Modular Board;Thematic Games
1634;Advanced Heroquest;1989;1;5;120;10;1218;6,83;2471;2,87;2351;Role Playing;Thematic Games
1634;Advanced Heroquest;1989;1;5;120;10;1218;6,83;2471;2,87;2351;Variable Player Powers;Thematic Games
1635;Aliens;1989;1;9;90;10;720;7,28;2469;2,24;966;Cooperative Game;Thematic Games
1635;Aliens;1989;1;9;90;10;720;7,28;2469;2,24;966;Dice Rolling;Thematic Games
1635;Aliens;1989;1;9;90;10;720;7,28;2469;2,24;966;Scenario / Mission / Campaign Game;Thematic Games
1635;Aliens;1989;1;9;90;10;720;7,28;2469;2,24;966;Square Grid;Thematic Games
1635;Aliens;1989;1;9;90;10;720;7,28;2469;2,24;966;Variable Player Powers;Thematic Games
1636;Last Battle: Twilight - 2000;1989;2;8;120;12;62;6,15;14913;2,75;240;Dice Rolling;Wargames
1636;Last Battle: Twilight - 2000;1989;2;8;120;12;62;6,15;14913;2,75;240;Events;Wargames
1636;Last Battle: Twilight - 2000;1989;2;8;120;12;62;6,15;14913;2,75;240;Grid Movement;Wargames
1636;Last Battle: Twilight - 2000;1989;2;8;120;12;62;6,15;14913;2,75;240;Hexagon Grid;Wargames
1636;Last Battle: Twilight - 2000;1989;2;8;120;12;62;6,15;14913;2,75;240;Line of Sight;Wargames
1636;Last Battle: Twilight - 2000;1989;2;8;120;12;62;6,15;14913;2,75;240;Modular Board;Wargames
1636;Last Battle: Twilight - 2000;1989;2;8;120;12;62;6,15;14913;2,75;240;Movement Points;Wargames
1636;Last Battle: Twilight - 2000;1989;2;8;120;12;62;6,15;14913;2,75;240;Paper-and-Pencil;Wargames
1636;Last Battle: Twilight - 2000;1989;2;8;120;12;62;6,15;14913;2,75;240;Scenario / Mission / Campaign Game;Wargames
1636;Last Battle: Twilight - 2000;1989;2;8;120;12;62;6,15;14913;2,75;240;Simulation;Wargames
1637;Star Wars: Starfighter Battle Book;1989;2;2;10;10;119;6,43;8599;1,65;287;Simulation;Wargames
1637;Star Wars: Starfighter Battle Book;1989;2;2;10;10;119;6,43;8599;1,65;287;Simultaneous Action Selection;Wargames
1637;Star Wars: Starfighter Battle Book;1989;2;2;10;10;119;6,43;8599;1,65;287;Variable Player Powers;Wargames
1638;Tribond;1989;2;15;60;12;1214;5,26;20147;1,37;2864;Dice Rolling;Party Games
1638;Tribond;1989;2;15;60;12;1214;5,26;20147;1,37;2864;Roll / Spin and Move;Party Games
1639;The New Dungeon!;1989;1;6;45;8;465;6,14;6522;1,68;883;Role Playing;Thematic Games
1639;The New Dungeon!;1989;1;6;45;8;465;6,14;6522;1,68;883;Roll / Spin and Move;Thematic Games
1639;The New Dungeon!;1989;1;6;45;8;465;6,14;6522;1,68;883;Variable Player Powers;Thematic Games
1640;Electronic Mall Madness;1989;2;4;60;9;357;5,63;15959;1,17;948;Roll / Spin and Move;Children's Games
1641;Clue Jr.: Case of The Missing Pet;1989;1;6;20;6;66;4,66;19491;1,25;158;Paper-and-Pencil;Children's Games
1641;Clue Jr.: Case of The Missing Pet;1989;1;6;20;6;66;4,66;19491;1,25;158;Roll / Spin and Move;Children's Games
1641;Clue Jr.: Case of The Missing Pet;1989;1;6;20;6;66;4,66;19491;1,25;158;Storytelling;Children's Games
1642;Clever Endeavor;1989;2;8;45;12;213;5,30;18596;1,88;557;Roll / Spin and Move;Party Games
1643;Beirut ‘82: Arab Stalingrad;1989;2;2;120;12;71;5,17;18716;2,29;355;Dice Rolling;Wargames
1643;Beirut ‘82: Arab Stalingrad;1989;2;2;120;12;71;5,17;18716;2,29;355;Grid Movement;Wargames
1643;Beirut ‘82: Arab Stalingrad;1989;2;2;120;12;71;5,17;18716;2,29;355;Hexagon Grid;Wargames
1643;Beirut ‘82: Arab Stalingrad;1989;2;2;120;12;71;5,17;18716;2,29;355;Ratio / Combat Results Table;Wargames
1643;Beirut ‘82: Arab Stalingrad;1989;2;2;120;12;71;5,17;18716;2,29;355;Simulation;Wargames
1644;Six Cubes;1989;2;6;30;10;70;5,29;18572;1;174;Dice Rolling;Abstract Games
1644;Six Cubes;1989;2;6;30;10;70;5,29;18572;1;174;Push Your Luck;Abstract Games
1645;1853;1989;3;6;180;12;482;6,84;3517;4,17;1355;Network and Route Building;Strategy Games
1645;1853;1989;3;6;180;12;482;6,84;3517;4,17;1355;Stock Holding;Strategy Games
1645;1853;1989;3;6;180;12;482;6,84;3517;4,17;1355;Tile Placement;Strategy Games
1646;Excalibur;1989;2;6;120;14;307;6,27;6587;3,06;693;Action Queue;Strategy Games, Wargames
1646;Excalibur;1989;2;6;120;14;307;6,27;6587;3,06;693;Dice Rolling;Strategy Games, Wargames
1646;Excalibur;1989;2;6;120;14;307;6,27;6587;3,06;693;Paper-and-Pencil;Strategy Games, Wargames
1646;Excalibur;1989;2;6;120;14;307;6,27;6587;3,06;693;Point to Point Movement;Strategy Games, Wargames
1646;Excalibur;1989;2;6;120;14;307;6,27;6587;3,06;693;Simultaneous Action Selection;Strategy Games, Wargames
1647;Tetris;1989;2;2;30;7;83;5,59;15947;1,63;167;Tile Placement;Abstract Games
1648;Bloody 110;1989;2;2;360;12;70;7,16;8929;4;305;Dice Rolling;Wargames
1648;Bloody 110;1989;2;2;360;12;70;7,16;8929;4;305;Hexagon Grid;Wargames
1648;Bloody 110;1989;2;2;360;12;70;7,16;8929;4;305;Movement Points;Wargames
1648;Bloody 110;1989;2;2;360;12;70;7,16;8929;4;305;Simulation;Wargames
1649;Turning Point: Stalingrad;1989;1;2;1800;10;704;7,25;2374;3,32;1731;Area-Impulse;Wargames
1650;The King's War: The First English Civil War 1642-1646;1989;2;2;240;12;92;7,12;7799;3,43;371;Point to Point Movement;Wargames
1651;This Hallowed Ground;1989;2;2;120;12;31;5,21;17438;2,14;88;Area Movement;Wargames
1651;This Hallowed Ground;1989;2;2;120;12;31;5,21;17438;2,14;88;Dice Rolling;Wargames
1651;This Hallowed Ground;1989;2;2;120;12;31;5,21;17438;2,14;88;Simulation;Wargames
1652;MBT;1989;2;6;240;10;355;6,65;5048;3,79;1032;Dice Rolling;Wargames
1652;MBT;1989;2;6;240;10;355;6,65;5048;3,79;1032;Grid Movement;Wargames
1652;MBT;1989;2;6;240;10;355;6,65;5048;3,79;1032;Hexagon Grid;Wargames
1652;MBT;1989;2;6;240;10;355;6,65;5048;3,79;1032;Line of Sight;Wargames
1652;MBT;1989;2;6;240;10;355;6,65;5048;3,79;1032;Modular Board;Wargames
1652;MBT;1989;2;6;240;10;355;6,65;5048;3,79;1032;Scenario / Mission / Campaign Game;Wargames
1652;MBT;1989;2;6;240;10;355;6,65;5048;3,79;1032;Simulation;Wargames
1652;MBT;1989;2;6;240;10;355;6,65;5048;3,79;1032;Simultaneous Action Selection;Wargames
1652;MBT;1989;2;6;240;10;355;6,65;5048;3,79;1032;Team-Based Game;Wargames
1653;Rush for Glory;1989;2;2;120;12;66;5,43;17886;2,54;369;Area Movement;Wargames
1654;Space Marine;1989;2;3;120;12;496;6,80;3786;3,15;915;Dice Rolling;Wargames
1654;Space Marine;1989;2;3;120;12;496;6,80;3786;3,15;915;Simultaneous Action Selection;Wargames
1654;Space Marine;1989;2;3;120;12;496;6,80;3786;3,15;915;Variable Player Powers;Wargames
1655;Tsushima;1989;2;2;240;12;71;5,94;14542;2,59;386;Hexagon Grid;Wargames
1656;Escape from the Hidden Castle;1989;2;8;30;8;1603;6,43;2678;1,14;2488;Dice Rolling;Family Games
1656;Escape from the Hidden Castle;1989;2;8;30;8;1603;6,43;2678;1,14;2488;Push Your Luck;Family Games
1656;Escape from the Hidden Castle;1989;2;8;30;8;1603;6,43;2678;1,14;2488;Roll / Spin and Move;Family Games
1657;Star Wars: Battle for Endor;1989;1;1;60;12;162;6,14;9313;2,15;405;Campaign / Battle Card Driven;Thematic Games, Wargames
1657;Star Wars: Battle for Endor;1989;1;1;60;12;162;6,14;9313;2,15;405;Dice Rolling;Thematic Games, Wargames
1657;Star Wars: Battle for Endor;1989;1;1;60;12;162;6,14;9313;2,15;405;Grid Movement;Thematic Games, Wargames
1657;Star Wars: Battle for Endor;1989;1;1;60;12;162;6,14;9313;2,15;405;Hexagon Grid;Thematic Games, Wargames
1657;Star Wars: Battle for Endor;1989;1;1;60;12;162;6,14;9313;2,15;405;Simulation;Thematic Games, Wargames
1658;Europe Aflame;1989;2;4;120;12;95;5,46;17657;2,46;278;Area Movement;Wargames
1658;Europe Aflame;1989;2;4;120;12;95;5,46;17657;2,46;278;Area-Impulse;Wargames
1658;Europe Aflame;1989;2;4;120;12;95;5,46;17657;2,46;278;Dice Rolling;Wargames
1658;Europe Aflame;1989;2;4;120;12;95;5,46;17657;2,46;278;Movement Points;Wargames
1658;Europe Aflame;1989;2;4;120;12;95;5,46;17657;2,46;278;Scenario / Mission / Campaign Game;Wargames
1658;Europe Aflame;1989;2;4;120;12;95;5,46;17657;2,46;278;Secret Unit Deployment;Wargames
1658;Europe Aflame;1989;2;4;120;12;95;5,46;17657;2,46;278;Team-Based Game;Wargames
1659;Trump: The Game;1989;3;4;90;12;690;4,37;20286;1,72;1154;Auction/Bidding;Family Games
1659;Trump: The Game;1989;3;4;90;12;690;4,37;20286;1,72;1154;Memory;Family Games
1659;Trump: The Game;1989;3;4;90;12;690;4,37;20286;1,72;1154;Roll / Spin and Move;Family Games
1659;Trump: The Game;1989;3;4;90;12;690;4,37;20286;1,72;1154;Set Collection;Family Games
1659;Trump: The Game;1989;3;4;90;12;690;4,37;20286;1,72;1154;Trading;Family Games
1660;Red Storm Rising;1989;2;4;60;12;327;6,28;7070;2,61;880;Area Movement;Wargames
1660;Red Storm Rising;1989;2;4;60;12;327;6,28;7070;2,61;880;Secret Unit Deployment;Wargames
1661;Rubik's Illusion;1989;2;2;30;0;70;6,03;13300;1,70;147;Pattern Building;Abstract Games
1662;Africa Orientale;1989;2;2;120;12;92;6,34;11682;3,19;456;Dice Rolling;Wargames
1662;Africa Orientale;1989;2;2;120;12;92;6,34;11682;3,19;456;Hexagon Grid;Wargames
1662;Africa Orientale;1989;2;2;120;12;92;6,34;11682;3,19;456;Simulation;Wargames
1663;Liftoff!;1989;1;4;180;12;201;6,98;6098;2,93;385;Dice Rolling;Strategy Games
1663;Liftoff!;1989;1;4;180;12;201;6,98;6098;2,93;385;Simultaneous Action Selection;Strategy Games
1664;Dicke Kartoffeln;1989;2;6;120;12;155;6,21;9193;3,43;355;Commodity Speculation;Strategy Games
1665;Such a Thing?;1989;2;8;30;10;704;6,16;4718;1,25;1343;Storytelling;Party Games
1665;Such a Thing?;1989;2;8;30;10;704;6,16;4718;1,25;1343;Voting;Party Games
1666;Timberland;1989;2;4;30;8;40;6,21;13972;2;90;Auction/Bidding;Children's Games
1666;Timberland;1989;2;4;30;8;40;6,21;13972;2;90;Hand Management;Children's Games
1667;Scattergories Junior;1989;2;4;10;8;81;5,49;17126;1,33;322;Paper-and-Pencil;Children's Games
1668;Derby Days;1989;2;4;20;6;41;4,97;18241;1;114;Roll / Spin and Move;Children's Games
1669;The Hamburger Game;1989;2;4;30;5;113;5,34;18823;1,20;180;Memory;Children's Games
1669;The Hamburger Game;1989;2;4;30;5;113;5,34;18823;1,20;180;Roll / Spin and Move;Children's Games
1669;The Hamburger Game;1989;2;4;30;5;113;5,34;18823;1,20;180;Set Collection;Children's Games
1670;Napoleon's Battles;1989;2;10;360;12;270;6,64;5740;3,41;748;Line of Sight;Wargames
1670;Napoleon's Battles;1989;2;10;360;12;270;6,64;5740;3,41;748;Simulation;Wargames
1671;A la carte;1989;2;4;30;8;3081;6,47;1928;1,30;4181;Action Points;Family Games
1671;A la carte;1989;2;4;30;8;3081;6,47;1928;1,30;4181;Dice Rolling;Family Games
1671;A la carte;1989;2;4;30;8;3081;6,47;1928;1,30;4181;Set Collection;Family Games
1672;Space Hulk;1989;2;4;45;12;3638;7,48;571;2,51;3846;Action Points;Thematic Games
1672;Space Hulk;1989;2;4;45;12;3638;7,48;571;2,51;3846;Dice Rolling;Thematic Games
1672;Space Hulk;1989;2;4;45;12;3638;7,48;571;2,51;3846;Grid Movement;Thematic Games
1672;Space Hulk;1989;2;4;45;12;3638;7,48;571;2,51;3846;Modular Board;Thematic Games
1673;Soldier's Companion;1989;2;2;120;12;43;7,14;10630;3;107;Dice Rolling;Wargames
1673;Soldier's Companion;1989;2;2;120;12;43;7,14;10630;3;107;Role Playing;Wargames
1674;Taboo;1989;4;10;20;12;10519;6,29;1921;1,22;17893;Communication Limits;Party Games
1674;Taboo;1989;4;10;20;12;10519;6,29;1921;1,22;17893;Team-Based Game;Party Games
1675;HeroQuest;1989;2;5;90;14;10992;7,14;574;2,16;16531;Dice Rolling;Thematic Games
1675;HeroQuest;1989;2;5;90;14;10992;7,14;574;2,16;16531;Die Icon Resolution;Thematic Games
1675;HeroQuest;1989;2;5;90;14;10992;7,14;574;2,16;16531;Grid Movement;Thematic Games
1675;HeroQuest;1989;2;5;90;14;10992;7,14;574;2,16;16531;Modular Board;Thematic Games
1675;HeroQuest;1989;2;5;90;14;10992;7,14;574;2,16;16531;Role Playing;Thematic Games
1675;HeroQuest;1989;2;5;90;14;10992;7,14;574;2,16;16531;Roll / Spin and Move;Thematic Games
1675;HeroQuest;1989;2;5;90;14;10992;7,14;574;2,16;16531;Scenario / Mission / Campaign Game;Thematic Games
1675;HeroQuest;1989;2;5;90;14;10992;7,14;574;2,16;16531;Square Grid;Thematic Games
1675;HeroQuest;1989;2;5;90;14;10992;7,14;574;2,16;16531;Team-Based Game;Thematic Games
1675;HeroQuest;1989;2;5;90;14;10992;7,14;574;2,16;16531;Variable Player Powers;Thematic Games
1676;Encore;1989;2;8;45;8;412;5,87;9050;1,26;842;Singing;Party Games
1677;The Siege of Jerusalem (Third Edition);1989;1;2;300;12;552;7,09;2980;3,88;1537;Dice Rolling;Wargames
1677;The Siege of Jerusalem (Third Edition);1989;1;2;300;12;552;7,09;2980;3,88;1537;Hexagon Grid;Wargames
1677;The Siege of Jerusalem (Third Edition);1989;1;2;300;12;552;7,09;2980;3,88;1537;Solo / Solitaire Game;Wargames
1678;Harvest of Death: The Second Day at Gettysburg;1989;1;2;90;12;81;6,49;10603;2,50;390;Dice Rolling;Wargames
1678;Harvest of Death: The Second Day at Gettysburg;1989;1;2;90;12;81;6,49;10603;2,50;390;Hexagon Grid;Wargames
1678;Harvest of Death: The Second Day at Gettysburg;1989;1;2;90;12;81;6,49;10603;2,50;390;Simulation;Wargames
1679;The Really Nasty Horse Racing Game;1989;2;6;90;12;801;6,25;4593;1,68;1212;Betting and Bluffing;Party Games
1679;The Really Nasty Horse Racing Game;1989;2;6;90;12;801;6,25;4593;1,68;1212;Roll / Spin and Move;Party Games
1680;Light Division;1989;1;2;240;12;44;6,48;14086;3,67;210;Hexagon Grid;Wargames
1681;Wojny Napoleonskie;1989;2;2;180;12;49;5,53;16936;2,57;77;Hexagon Grid;Wargames
1681;Wojny Napoleonskie;1989;2;2;180;12;49;5,53;16936;2,57;77;Ratio / Combat Results Table;Wargames
1682;Life Style;1989;3;6;60;16;179;5,49;17084;1,13;411;Voting;Family Games, Party Games
1683;Doctor Who: Battle for the Universe;1989;2;4;45;10;42;4,57;18812;1;114;Roll / Spin and Move;Abstract Games
1683;Doctor Who: Battle for the Universe;1989;2;4;45;10;42;4,57;18812;1;114;Variable Player Powers;Abstract Games
1684;Blitzkrieg '41;1989;2;2;180;12;71;6,52;10793;2,64;399;Hexagon Grid;Wargames
1685;BattleTech: Battletroops;1989;2;2;90;10;107;6,18;11751;3,08;294;Action Points;Wargames
1686;Edelweiss: The Struggle in the Caucasus;1989;2;2;360;12;76;7,30;8026;4,60;351;Hexagon Grid;Wargames
1686;Edelweiss: The Struggle in the Caucasus;1989;2;2;360;12;76;7,30;8026;4,60;351;Ratio / Combat Results Table;Wargames
1686;Edelweiss: The Struggle in the Caucasus;1989;2;2;360;12;76;7,30;8026;4,60;351;Zone of Control;Wargames
1687;Dungeonbowl: Elves & Dwarfs;1989;2;2;180;14;295;6,57;5558;2,58;567;Tile Placement;Strategy Games, Thematic Games
1687;Dungeonbowl: Elves & Dwarfs;1989;2;2;180;14;295;6,57;5558;2,58;567;Variable Player Powers;Strategy Games, Thematic Games
1688;Fief 2;1989;3;6;120;10;147;6,83;6822;2,91;259;Area Movement;Strategy Games
1688;Fief 2;1989;3;6;120;10;147;6,83;6822;2,91;259;Voting;Strategy Games
1689;Modern Naval Battles;1989;2;6;90;12;433;6,46;4887;2,23;775;Dice Rolling;Wargames
1689;Modern Naval Battles;1989;2;6;90;12;433;6,46;4887;2,23;775;Hand Management;Wargames
1689;Modern Naval Battles;1989;2;6;90;12;433;6,46;4887;2,23;775;Take That;Wargames
1690;First Blood: The 1st and 2nd Battles of Manassas;1989;2;2;480;14;42;7;11720;3,88;228;Dice Rolling;Wargames
1690;First Blood: The 1st and 2nd Battles of Manassas;1989;2;2;480;14;42;7;11720;3,88;228;Grid Movement;Wargames
1690;First Blood: The 1st and 2nd Battles of Manassas;1989;2;2;480;14;42;7;11720;3,88;228;Hexagon Grid;Wargames
1690;First Blood: The 1st and 2nd Battles of Manassas;1989;2;2;480;14;42;7;11720;3,88;228;Line of Sight;Wargames
1690;First Blood: The 1st and 2nd Battles of Manassas;1989;2;2;480;14;42;7;11720;3,88;228;Movement Points;Wargames
1690;First Blood: The 1st and 2nd Battles of Manassas;1989;2;2;480;14;42;7;11720;3,88;228;Ratio / Combat Results Table;Wargames
1690;First Blood: The 1st and 2nd Battles of Manassas;1989;2;2;480;14;42;7;11720;3,88;228;Scenario / Mission / Campaign Game;Wargames
1690;First Blood: The 1st and 2nd Battles of Manassas;1989;2;2;480;14;42;7;11720;3,88;228;Simulation;Wargames
1690;First Blood: The 1st and 2nd Battles of Manassas;1989;2;2;480;14;42;7;11720;3,88;228;Variable Set-up;Wargames
1690;First Blood: The 1st and 2nd Battles of Manassas;1989;2;2;480;14;42;7;11720;3,88;228;Zone of Control;Wargames
1691;Rubout;1989;2;8;180;8;65;5,64;16562;1,77;166;Area Movement;Abstract Games
1692;5th Fleet: Modern Naval Combat in the Indian Ocean;1989;2;4;180;12;301;7,18;4247;3,43;825;Dice Rolling;Wargames
1692;5th Fleet: Modern Naval Combat in the Indian Ocean;1989;2;4;180;12;301;7,18;4247;3,43;825;Grid Movement;Wargames
1692;5th Fleet: Modern Naval Combat in the Indian Ocean;1989;2;4;180;12;301;7,18;4247;3,43;825;Hexagon Grid;Wargames
1692;5th Fleet: Modern Naval Combat in the Indian Ocean;1989;2;4;180;12;301;7,18;4247;3,43;825;Simulation;Wargames
1693;Café International;1989;2;4;60;10;2534;6,24;2712;1,66;3595;Hand Management;Family Games
1693;Café International;1989;2;4;60;10;2534;6,24;2712;1,66;3595;Pattern Building;Family Games
1693;Café International;1989;2;4;60;10;2534;6,24;2712;1,66;3595;Tile Placement;Family Games
1694;Dead of Winter: The Battle of Stones River;1989;2;2;360;14;48;6,87;11188;4,38;226;Hexagon Grid;Wargames
1694;Dead of Winter: The Battle of Stones River;1989;2;2;360;14;48;6,87;11188;4,38;226;Scenario / Mission / Campaign Game;Wargames
1694;Dead of Winter: The Battle of Stones River;1989;2;2;360;14;48;6,87;11188;4,38;226;Simulation;Wargames
1695;Ave Caesar;1989;2;6;30;12;4381;6,62;1389;1,36;4199;Hand Management;Family Games
1695;Ave Caesar;1989;2;6;30;12;4381;6,62;1389;1,36;4199;Race;Family Games
1695;Ave Caesar;1989;2;6;30;12;4381;6,62;1389;1,36;4199;Track Movement;Family Games
1696;Mystery Garden;1989;2;6;30;4;179;5,17;19209;1,06;463;Memory;Children's Games
1697;The Guns of Cedar Creek;1989;2;2;0;12;30;7,02;13533;3,50;180;Chit-Pull System;Wargames
1697;The Guns of Cedar Creek;1989;2;2;0;12;30;7,02;13533;3,50;180;Dice Rolling;Wargames
1697;The Guns of Cedar Creek;1989;2;2;0;12;30;7,02;13533;3,50;180;Grid Movement;Wargames
1697;The Guns of Cedar Creek;1989;2;2;0;12;30;7,02;13533;3,50;180;Hexagon Grid;Wargames
1697;The Guns of Cedar Creek;1989;2;2;0;12;30;7,02;13533;3,50;180;Line of Sight;Wargames
1697;The Guns of Cedar Creek;1989;2;2;0;12;30;7,02;13533;3,50;180;Movement Points;Wargames
1697;The Guns of Cedar Creek;1989;2;2;0;12;30;7,02;13533;3,50;180;Scenario / Mission / Campaign Game;Wargames
1697;The Guns of Cedar Creek;1989;2;2;0;12;30;7,02;13533;3,50;180;Simulation;Wargames
1697;The Guns of Cedar Creek;1989;2;2;0;12;30;7,02;13533;3,50;180;Zone of Control;Wargames
1698;Hitler's Last Gamble;1989;2;2;0;12;65;6,74;10831;4;226;Dice Rolling;Wargames
1698;Hitler's Last Gamble;1989;2;2;0;12;65;6,74;10831;4;226;Grid Movement;Wargames
1698;Hitler's Last Gamble;1989;2;2;0;12;65;6,74;10831;4;226;Hexagon Grid;Wargames
1698;Hitler's Last Gamble;1989;2;2;0;12;65;6,74;10831;4;226;Ratio / Combat Results Table;Wargames
1698;Hitler's Last Gamble;1989;2;2;0;12;65;6,74;10831;4;226;Simulation;Wargames
1698;Hitler's Last Gamble;1989;2;2;0;12;65;6,74;10831;4;226;Zone of Control;Wargames
1699;Desert Steel;1989;2;2;240;12;110;6,99;7593;3,05;373;Campaign / Battle Card Driven;Wargames
1699;Desert Steel;1989;2;2;240;12;110;6,99;7593;3,05;373;Dice Rolling;Wargames
1699;Desert Steel;1989;2;2;240;12;110;6,99;7593;3,05;373;Events;Wargames
1699;Desert Steel;1989;2;2;240;12;110;6,99;7593;3,05;373;Grid Movement;Wargames
1699;Desert Steel;1989;2;2;240;12;110;6,99;7593;3,05;373;Hexagon Grid;Wargames
1699;Desert Steel;1989;2;2;240;12;110;6,99;7593;3,05;373;Modular Board;Wargames
1699;Desert Steel;1989;2;2;240;12;110;6,99;7593;3,05;373;Simulation;Wargames
1700;Rise and Fall;1989;1;6;180;12;134;6,51;8373;2,38;255;Area Majority / Influence;Wargames
1700;Rise and Fall;1989;1;6;180;12;134;6,51;8373;2,38;255;Area Movement;Wargames
1700;Rise and Fall;1989;1;6;180;12;134;6,51;8373;2,38;255;Variable Player Powers;Wargames
1701;Advanced Dungeons & Dragons Battlesystem (Second Edition);1989;2;2;60;0;82;6,00;13875;3,25;201;Dice Rolling;Wargames
1701;Advanced Dungeons & Dragons Battlesystem (Second Edition);1989;2;2;60;0;82;6,00;13875;3,25;201;Simulation;Wargames
1702;Pirates' Gold;1990;2;4;20;6;67;5,73;15770;1;146;Dice Rolling;Children's Games
1702;Pirates' Gold;1990;2;4;20;6;67;5,73;15770;1;146;Pick-up and Deliver;Children's Games
1702;Pirates' Gold;1990;2;4;20;6;67;5,73;15770;1;146;Roll / Spin and Move;Children's Games
1703;Activity;1990;3;16;45;12;946;5,93;6372;1,13;1438;Acting;Party Games
1703;Activity;1990;3;16;45;12;946;5,93;6372;1,13;1438;Dice Rolling;Party Games
1703;Activity;1990;3;16;45;12;946;5,93;6372;1,13;1438;Line Drawing;Party Games
1703;Activity;1990;3;16;45;12;946;5,93;6372;1,13;1438;Team-Based Game;Party Games
1704;Monopoly Junior;1990;2;4;45;5;1485;4,31;20317;1,17;3000;Dice Rolling;Children's Games
1704;Monopoly Junior;1990;2;4;45;5;1485;4,31;20317;1,17;3000;Point to Point Movement;Children's Games
1704;Monopoly Junior;1990;2;4;45;5;1485;4,31;20317;1,17;3000;Roll / Spin and Move;Children's Games
1704;Monopoly Junior;1990;2;4;45;5;1485;4,31;20317;1,17;3000;Set Collection;Children's Games
1705;Halli Galli;1990;2;6;10;6;2479;5,80;5563;1,02;4125;Pattern Recognition;Children's Games, Party Games
1705;Halli Galli;1990;2;6;10;6;2479;5,80;5563;1,02;4125;Player Elimination;Children's Games, Party Games
1706;Mississippi Fortress;1990;2;2;180;0;75;6,69;10099;2,82;379;Area Movement;Wargames
1706;Mississippi Fortress;1990;2;2;180;0;75;6,69;10099;2,82;379;Dice Rolling;Wargames
1707;SS Amerika;1990;2;4;180;12;59;6,20;13226;3,67;232;Hexagon Grid;Wargames
1708;Balkan Front;1990;2;3;120;12;162;6,96;6304;3,86;472;Hexagon Grid;Wargames
1709;High Ground;1990;2;2;60;12;40;6,18;14892;1,67;136;Dice Rolling;Wargames
1709;High Ground;1990;2;2;60;12;40;6,18;14892;1,67;136;Grid Movement;Wargames
1709;High Ground;1990;2;2;60;12;40;6,18;14892;1,67;136;Movement Points;Wargames
1709;High Ground;1990;2;2;60;12;40;6,18;14892;1,67;136;Square Grid;Wargames
1710;Zatre;1990;2;6;45;8;294;6,42;5928;2,04;547;Tile Placement;Abstract Games
1711;TEG: La Revancha;1990;2;6;240;14;108;6,43;10991;2,70;156;Area Majority / Influence;Wargames
1711;TEG: La Revancha;1990;2;6;240;14;108;6,43;10991;2,70;156;Area Movement;Wargames
1711;TEG: La Revancha;1990;2;6;240;14;108;6,43;10991;2,70;156;Area-Impulse;Wargames
1711;TEG: La Revancha;1990;2;6;240;14;108;6,43;10991;2,70;156;Dice Rolling;Wargames
1711;TEG: La Revancha;1990;2;6;240;14;108;6,43;10991;2,70;156;Events;Wargames
1711;TEG: La Revancha;1990;2;6;240;14;108;6,43;10991;2,70;156;Lose a Turn;Wargames
1711;TEG: La Revancha;1990;2;6;240;14;108;6,43;10991;2,70;156;Map Deformation;Wargames
1711;TEG: La Revancha;1990;2;6;240;14;108;6,43;10991;2,70;156;Negotiation;Wargames
1711;TEG: La Revancha;1990;2;6;240;14;108;6,43;10991;2,70;156;Player Elimination;Wargames
1711;TEG: La Revancha;1990;2;6;240;14;108;6,43;10991;2,70;156;Scenario / Mission / Campaign Game;Wargames
1711;TEG: La Revancha;1990;2;6;240;14;108;6,43;10991;2,70;156;Set Collection;Wargames
1711;TEG: La Revancha;1990;2;6;240;14;108;6,43;10991;2,70;156;Turn Order: Progressive;Wargames
1712;Objective: Schmidt;1990;2;2;240;15;53;7,23;10242;3,67;267;Dice Rolling;Wargames
1712;Objective: Schmidt;1990;2;2;240;15;53;7,23;10242;3,67;267;Hexagon Grid;Wargames
1712;Objective: Schmidt;1990;2;2;240;15;53;7,23;10242;3,67;267;Simulation;Wargames
1713;De Bellis Antiquitatis: Quick Play Wargame Rules with Army Lists for Ancient and Medieval Battles;1990;2;6;60;14;644;7,28;2419;2,83;1022;Action Points;Wargames
1713;De Bellis Antiquitatis: Quick Play Wargame Rules with Army Lists for Ancient and Medieval Battles;1990;2;6;60;14;644;7,28;2419;2,83;1022;Dice Rolling;Wargames
1713;De Bellis Antiquitatis: Quick Play Wargame Rules with Army Lists for Ancient and Medieval Battles;1990;2;6;60;14;644;7,28;2419;2,83;1022;Line of Sight;Wargames
1713;De Bellis Antiquitatis: Quick Play Wargame Rules with Army Lists for Ancient and Medieval Battles;1990;2;6;60;14;644;7,28;2419;2,83;1022;Measurement Movement;Wargames
1713;De Bellis Antiquitatis: Quick Play Wargame Rules with Army Lists for Ancient and Medieval Battles;1990;2;6;60;14;644;7,28;2419;2,83;1022;Modular Board;Wargames
